PROSPECTID,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,PL_Flag,pct_PL_enq_L6m_of_ever,HL_Flag,GL_Flag,last_prod_enq2,Credit_Score
48914,Married,SSC,46,M,23000,27,0.667,0,0.0,0,0,PL,690
12220,Married,12TH,32,M,16000,173,0.8,0,0.0,0,1,others,688
32785,Married,SSC,52,M,31800,309,1.0,0,0.0,0,1,ConsumerLoan,677
34619,Married,12TH,30,M,20000,45,0.5,0,0.0,1,0,ConsumerLoan,649
17096,Married,GRADUATE,28,M,16000,73,1.0,0,0.889,0,0,PL,639
43722,Married,12TH,28,M,16000,102,1.0,0,1.0,0,0,PL,668
7254,Married,GRADUATE,43,M,25000,122,1.0,1,0.333,0,1,PL,662
46562,Single,GRADUATE,26,M,78000,191,0.5,1,0.091,1,0,PL,671
21563,Single,OTHERS,27,M,40000,44,0.625,1,0.0,1,0,others,688
34734,Married,12TH,50,M,40000,125,1.0,1,1.0,0,0,ConsumerLoan,662
37863,Single,12TH,24,M,20000,92,1.0,0,0.0,0,0,others,678
8368,Married,GRADUATE,42,M,20000,83,0.5,0,0.0,0,1,others,705
43672,Married,GRADUATE,33,M,15000,129,0.5,0,0.0,0,0,others,682
17199,Single,UNDER GRADUATE,27,M,47000,70,0.278,0,0.0,1,0,CC,683
16419,Married,GRADUATE,24,M,18000,128,0.0,0,0.0,0,0,ConsumerLoan,694
44478,Single,12TH,24,M,19000,77,0.75,1,0.0,0,0,ConsumerLoan,683
34594,Married,GRADUATE,50,M,14000,89,1.0,0,0.0,0,0,others,668
19164,Married,12TH,38,M,15000,125,0.5,1,0.0,1,0,HL,691
29636,Single,OTHERS,23,M,17500,125,1.0,0,0.0,0,0,others,697
41672,Married,GRADUATE,32,M,10000,62,0.0,0,0.0,0,0,ConsumerLoan,671
9040,Married,GRADUATE,50,M,32000,306,0.0,0,0.0,0,0,ConsumerLoan,728
48523,Married,UNDER GRADUATE,59,M,15000,242,0.0,0,0.0,0,1,others,692
1329,Single,UNDER GRADUATE,34,M,18000,52,0.333,0,0.0,0,1,CC,673
29411,Married,POST-GRADUATE,30,M,50000,244,1.0,0,0.0,0,0,others,690
15660,Married,GRADUATE,26,F,19000,102,0.0,0,0.0,0,0,others,688
40977,Married,UNDER GRADUATE,54,M,45000,54,0.667,1,0.875,0,1,ConsumerLoan,669
12242,Married,12TH,38,F,24000,65,0.0,0,0.0,0,0,others,696
18636,Married,OTHERS,51,M,30000,150,0.4,0,0.0,1,0,ConsumerLoan,684
26792,Married,POST-GRADUATE,49,M,60000,351,0.667,0,0.0,1,1,CC,693
49650,Married,12TH,40,M,45000,97,1.0,0,1.0,0,0,AL,651
10922,Married,SSC,38,M,25000,47,1.0,0,0.0,0,0,ConsumerLoan,673
15495,Married,OTHERS,29,M,20000,125,1.0,0,0.0,0,0,ConsumerLoan,684
45046,Single,GRADUATE,30,M,78000,155,0.5,0,0.0,0,0,others,675
37110,Single,GRADUATE,27,M,18000,100,0.286,0,0.25,1,0,ConsumerLoan,671
46834,Married,SSC,39,F,20000,27,1.0,0,1.0,0,0,ConsumerLoan,654
47649,Married,12TH,42,M,30000,62,0.0,0,0.0,0,0,others,682
12913,Single,GRADUATE,32,M,78000,146,0.5,0,0.0,0,1,CC,659
451,Single,UNDER GRADUATE,24,M,30000,42,0.667,1,0.538,0,0,others,643
9720,Married,12TH,44,M,24044,245,0.4,1,0.0,0,0,PL,743
31619,Single,GRADUATE,33,M,25000,68,1.0,0,0.0,0,0,ConsumerLoan,642
37138,Single,GRADUATE,24,M,20000,70,1.0,0,0.667,0,0,PL,666
19881,Married,SSC,45,M,45000,77,1.0,0,1.0,0,0,PL,685
22323,Married,12TH,40,M,25000,242,0.444,1,0.667,1,0,others,720
5925,Married,12TH,32,M,18000,53,0.8,0,1.0,1,0,PL,676
28529,Married,GRADUATE,33,F,22000,45,0.25,0,0.0,1,0,ConsumerLoan,687
12486,Single,GRADUATE,29,M,40000,152,0.667,0,0.8,0,0,HL,667
16880,Single,GRADUATE,27,M,22000,36,1.0,0,0.0,0,0,PL,672
32746,Married,12TH,25,M,15000,98,1.0,0,0.0,0,0,ConsumerLoan,653
42806,Single,12TH,28,M,29500,154,1.0,1,0.778,0,0,others,687
29922,Married,OTHERS,40,M,20000,116,0.083,0,1.0,1,0,others,705
21030,Single,GRADUATE,29,M,45000,82,1.0,0,0.0,0,0,ConsumerLoan,662
19923,Single,GRADUATE,29,M,30000,48,0.263,1,0.0,1,0,others,658
21669,Married,GRADUATE,32,F,10000,66,0.75,0,0.0,1,0,ConsumerLoan,690
41172,Married,12TH,24,M,20000,69,1.0,1,0.0,0,0,PL,685
35657,Married,GRADUATE,33,M,30000,125,0.5,1,0.214,0,1,PL,691
43717,Married,SSC,45,M,15000,126,0.8,0,0.0,0,0,others,686
4743,Married,UNDER GRADUATE,21,M,24000,27,0.8,1,0.0,1,0,ConsumerLoan,679
15810,Married,SSC,32,M,20000,66,0.5,0,0.0,0,0,others,672
17847,Married,GRADUATE,30,M,23000,69,0.143,0,1.0,1,0,PL,667
17738,Married,12TH,30,M,65000,105,0.583,0,0.0,0,0,AL,704
3013,Single,GRADUATE,29,M,78000,101,0.625,0,0.0,0,0,others,710
19976,Married,OTHERS,45,M,48500,246,1.0,0,0.0,0,0,others,679
25277,Married,UNDER GRADUATE,33,M,32000,111,0.667,0,1.0,1,0,PL,661
19463,Single,SSC,43,M,23000,146,0.75,0,1.0,0,0,PL,656
19187,Single,GRADUATE,27,M,30000,37,1.0,0,0.0,0,0,others,684
4367,Married,SSC,40,F,25000,39,0.667,0,1.0,1,0,PL,668
13627,Married,GRADUATE,53,M,30000,103,0.042,0,0.0,1,0,others,679
39624,Married,GRADUATE,34,M,28000,30,1.0,0,0.5,0,0,others,682
48407,Married,SSC,42,M,25000,110,1.0,0,0.0,1,0,others,667
40344,Married,12TH,36,M,19000,308,1.0,0,0.5,0,0,PL,685
33211,Married,GRADUATE,35,M,23000,186,0.5,0,0.8,1,0,ConsumerLoan,680
36216,Married,SSC,58,M,22000,308,0.0,0,0.0,0,0,others,695
36631,Single,UNDER GRADUATE,26,M,14500,46,1.0,0,0.0,0,0,PL,679
34423,Married,SSC,44,M,31500,308,0.667,0,0.0,0,0,ConsumerLoan,688
22623,Married,OTHERS,27,M,12000,12,1.0,0,1.0,0,0,ConsumerLoan,664
12151,Married,12TH,55,M,19000,90,1.0,0,0.0,0,0,ConsumerLoan,659
28971,Single,GRADUATE,22,M,23000,32,0.0,0,1.0,1,0,ConsumerLoan,655
50716,Married,UNDER GRADUATE,25,M,12600,69,0.0,0,0.0,0,0,others,676
25963,Married,12TH,27,M,50000,63,0.5,1,0.0,0,0,ConsumerLoan,683
2744,Single,GRADUATE,33,F,16500,150,1.0,0,1.0,0,0,ConsumerLoan,660
3040,Married,GRADUATE,47,M,30000,128,0.167,1,0.0,0,0,ConsumerLoan,704
39064,Married,12TH,38,M,43000,147,0.75,0,0.0,0,0,ConsumerLoan,673
27002,Married,GRADUATE,29,M,23000,90,0.5,0,0.0,0,0,ConsumerLoan,678
11277,Married,GRADUATE,41,M,24000,106,0.5,0,0.0,1,0,others,699
48820,Married,UNDER GRADUATE,34,M,13000,121,0.25,0,0.0,1,0,ConsumerLoan,651
49447,Married,UNDER GRADUATE,52,M,20000,125,1.0,0,0.0,0,0,others,671
8436,Married,UNDER GRADUATE,31,M,15000,131,0.75,0,0.0,0,0,PL,697
36316,Married,12TH,25,M,18600,50,0.444,0,0.0,1,0,ConsumerLoan,695
28486,Single,GRADUATE,21,M,15000,27,1.0,0,0.0,0,0,ConsumerLoan,672
15649,Married,12TH,38,M,4000,75,0.0,0,0.0,0,0,others,692
35902,Married,12TH,40,M,44000,122,1.0,0,0.0,0,0,others,697
35773,Single,SSC,29,M,35000,71,0.667,0,0.0,0,0,ConsumerLoan,676
37930,Single,UNDER GRADUATE,35,M,15000,71,1.0,0,0.0,0,0,ConsumerLoan,682
47428,Married,12TH,31,M,8000,125,0.0,0,0.0,0,0,others,671
18346,Married,SSC,34,M,38000,92,1.0,0,0.0,0,0,ConsumerLoan,656
17301,Married,12TH,43,M,36000,121,0.0,0,0.0,0,0,others,680
43048,Married,12TH,28,M,55000,124,0.625,0,0.0,0,0,ConsumerLoan,668
49745,Married,GRADUATE,39,F,20000,95,0.5,0,0.0,0,0,ConsumerLoan,669
4149,Married,12TH,43,M,17951,258,0.5,1,0.333,0,0,PL,705
23329,Single,GRADUATE,36,M,40000,75,1.0,0,0.333,0,1,PL,658
41047,Married,12TH,56,M,35000,186,0.0,0,0.0,0,0,others,700
34419,Married,GRADUATE,26,F,28000,63,1.0,0,0.0,0,0,ConsumerLoan,668
48660,Married,12TH,39,M,25000,101,0.0,0,0.0,0,0,others,672
26397,Married,SSC,29,M,21000,80,0.333,0,0.0,1,0,others,656
11062,Married,12TH,31,M,20000,30,0.0,0,0.0,0,0,CC,653
14153,Married,SSC,39,M,50000,116,1.0,0,0.0,0,0,ConsumerLoan,666
34394,Married,GRADUATE,31,M,30000,89,1.0,0,0.0,0,0,ConsumerLoan,666
30515,Married,12TH,35,M,19000,235,0.667,1,0.0,0,0,others,676
14507,Married,OTHERS,43,M,15000,125,1.0,0,0.0,0,0,ConsumerLoan,671
20827,Single,GRADUATE,24,M,14000,18,0.0,0,0.0,1,0,ConsumerLoan,617
1526,Single,12TH,28,M,28000,163,1.0,0,0.0,0,0,PL,682
28561,Married,GRADUATE,26,M,16000,25,0.5,0,0.0,1,0,others,714
30236,Married,12TH,24,M,16000,171,1.0,0,0.0,0,0,others,698
24674,Married,12TH,29,M,30000,38,1.0,0,0.0,0,0,ConsumerLoan,631
48976,Married,12TH,31,M,35000,124,0.6,0,0.0,1,0,ConsumerLoan,660
7761,Married,SSC,34,M,40000,126,0.25,0,0.8,1,0,others,674
19452,Married,OTHERS,32,M,24000,120,0.8,0,0.0,1,0,ConsumerLoan,682
19731,Single,POST-GRADUATE,25,M,30000,47,1.0,0,0.0,0,0,others,684
23135,Single,GRADUATE,26,M,16000,30,1.0,0,0.0,0,0,others,678
42622,Single,SSC,27,M,35000,117,1.0,0,1.0,0,0,PL,644
38742,Married,GRADUATE,50,F,40000,126,1.0,0,0.0,0,0,ConsumerLoan,676
50555,Married,GRADUATE,43,M,16000,155,0.0,0,0.0,0,0,others,682
13652,Single,GRADUATE,30,M,35000,66,1.0,0,1.0,0,0,others,653
10534,Married,POST-GRADUATE,22,F,25000,40,0.5,0,1.0,0,0,ConsumerLoan,586
38495,Married,POST-GRADUATE,43,M,45000,122,0.667,0,0.0,0,0,AL,724
50213,Single,12TH,30,M,30000,190,0.111,0,0.0,1,0,others,703
38308,Married,GRADUATE,29,M,16000,130,0.0,0,0.0,0,0,ConsumerLoan,683
49978,Married,SSC,32,M,20000,106,0.5,1,0.0,0,0,ConsumerLoan,697
31251,Married,UNDER GRADUATE,46,M,35000,368,0.429,1,0.0,0,0,others,722
29966,Married,GRADUATE,28,M,40000,80,1.0,0,0.0,0,0,AL,686
19507,Single,12TH,21,M,30000,54,0.5,0,0.0,0,0,ConsumerLoan,677
2060,Married,12TH,36,M,23500,93,0.0,0,0.0,1,0,ConsumerLoan,684
27798,Married,UNDER GRADUATE,40,M,45000,113,0.467,1,0.143,1,0,ConsumerLoan,690
21120,Single,GRADUATE,39,M,20000,46,1.0,0,0.0,0,0,others,693
19526,Married,GRADUATE,35,M,10000,60,0.5,0,0.0,0,0,ConsumerLoan,665
6042,Single,SSC,21,M,18000,89,0.667,0,0.0,0,0,others,685
10773,Single,GRADUATE,22,M,19000,30,0.0,0,0.0,1,0,others,690
37277,Single,GRADUATE,21,M,11000,28,1.0,0,0.0,0,0,others,696
12370,Married,12TH,34,M,50000,68,0.857,1,0.333,0,0,PL,677
8360,Married,UNDER GRADUATE,49,M,30000,125,0.5,0,0.0,0,0,others,688
24031,Married,GRADUATE,37,M,40000,113,0.179,0,0.0,1,0,others,719
1559,Single,SSC,22,M,20000,47,0.5,0,0.0,1,0,others,683
29224,Single,SSC,23,M,20000,98,0.0,0,0.0,0,0,ConsumerLoan,655
13028,Married,GRADUATE,41,M,38000,66,0.667,0,0.0,0,0,CC,667
2955,Married,OTHERS,31,M,32000,181,0.571,0,0.0,1,0,others,681
34051,Married,UNDER GRADUATE,31,M,70000,144,1.0,0,1.0,0,0,ConsumerLoan,637
47128,Married,12TH,31,M,11000,67,1.0,0,1.0,0,0,others,665
26392,Single,GRADUATE,29,M,28000,69,1.0,0,0.0,0,0,others,665
36359,Single,12TH,24,M,18000,68,1.0,0,0.0,0,0,ConsumerLoan,672
46674,Married,UNDER GRADUATE,46,M,20000,44,0.6,1,0.0,0,0,ConsumerLoan,693
23288,Married,12TH,34,M,19800,51,1.0,0,0.0,0,0,others,671
39290,Married,12TH,36,M,25000,130,0.143,0,0.0,1,0,others,678
23541,Married,GRADUATE,36,M,15000,130,0.75,0,0.0,0,1,others,682
4734,Married,GRADUATE,34,M,15000,41,1.0,1,0.0,0,0,CC,686
46006,Single,12TH,25,M,18000,111,1.0,0,0.0,0,0,ConsumerLoan,689
18240,Married,SSC,30,M,10000,73,0.2,0,0.0,0,0,ConsumerLoan,689
50749,Single,12TH,23,M,28900,47,1.0,0,0.0,0,0,others,698
41662,Single,GRADUATE,30,M,18000,106,1.0,0,0.0,1,1,others,677
26530,Married,SSC,52,M,28000,81,0.667,0,0.0,0,0,others,699
26387,Married,SSC,28,M,18000,70,0.0,0,0.0,1,0,others,671
49963,Married,UNDER GRADUATE,33,M,24000,103,0.0,0,0.0,0,0,others,675
18354,Single,UNDER GRADUATE,26,M,15600,64,1.0,0,0.0,0,0,others,677
49282,Married,12TH,37,M,18000,39,1.0,0,0.0,0,0,ConsumerLoan,669
7945,Married,12TH,31,M,21000,97,1.0,0,0.0,0,0,others,675
5075,Married,SSC,42,M,25000,369,0.143,1,0.0,1,0,others,714
31425,Single,12TH,25,M,40000,53,0.6,1,0.0,0,0,ConsumerLoan,664
43247,Married,SSC,45,M,10000,70,1.0,0,0.0,0,0,PL,677
37611,Single,UNDER GRADUATE,30,M,20000,161,0.0,0,0.0,0,0,ConsumerLoan,700
4483,Single,GRADUATE,24,M,10000,126,1.0,0,1.0,0,0,others,651
44014,Married,GRADUATE,37,F,12500,46,0.667,0,0.0,0,0,others,690
49936,Married,GRADUATE,28,M,30000,60,0.333,0,0.0,0,0,ConsumerLoan,662
41417,Married,GRADUATE,44,M,20000,130,1.0,0,0.0,0,0,PL,676
26408,Married,SSC,41,M,20000,186,0.333,0,0.0,1,0,others,680
22003,Single,POST-GRADUATE,28,M,52000,66,0.444,1,0.75,0,0,ConsumerLoan,663
26716,Married,GRADUATE,43,M,35000,90,0.111,0,0.0,1,0,others,683
18658,Married,GRADUATE,44,M,45000,89,0.5,0,0.0,0,0,PL,681
21763,Married,GRADUATE,31,M,12500,28,0.0,0,0.0,0,0,others,683
43790,Married,SSC,48,M,30000,183,0.0,0,0.0,0,0,others,671
48908,Married,GRADUATE,35,M,33000,125,1.0,0,0.0,0,0,ConsumerLoan,679
46183,Married,UNDER GRADUATE,30,M,18000,63,0.0,0,0.0,1,0,PL,687
41967,Married,OTHERS,41,M,28000,113,0.444,1,0.0,1,0,others,703
21345,Married,SSC,39,M,26000,104,0.667,1,0.0,1,0,PL,704
41395,Married,OTHERS,24,M,25000,61,1.0,1,0.0,0,0,HL,687
11417,Married,GRADUATE,25,M,35000,40,0.5,1,0.25,0,0,PL,677
19295,Married,GRADUATE,31,F,78000,128,0.5,0,1.0,1,0,PL,649
7555,Single,12TH,26,M,27000,37,0.0,0,0.0,1,0,PL,686
14320,Married,12TH,21,F,12000,43,0.0,0,0.0,0,0,ConsumerLoan,666
26636,Married,12TH,36,F,28000,77,0.5,1,0.333,0,0,ConsumerLoan,665
47624,Married,SSC,39,M,16000,76,0.833,0,0.0,1,0,ConsumerLoan,699
6117,Married,SSC,34,M,43000,61,0.0,0,0.0,0,0,others,681
51000,Single,12TH,29,M,15000,78,0.4,0,0.667,0,0,CC,656
32423,Single,GRADUATE,22,M,20000,50,1.0,1,0.0,0,0,others,674
40682,Single,GRADUATE,33,M,18000,69,0.333,0,0.0,0,0,others,694
41545,Married,SSC,31,M,16000,117,0.333,1,0.667,0,0,PL,669
50922,Married,GRADUATE,40,M,20000,184,0.333,1,0.0,0,0,others,711
24068,Married,POST-GRADUATE,31,M,18000,71,1.0,0,0.0,1,0,others,686
46773,Single,GRADUATE,22,M,24000,71,0.0,0,0.0,0,0,ConsumerLoan,682
1214,Married,GRADUATE,43,M,51000,185,0.0,0,0.0,0,0,others,679
28950,Single,12TH,25,M,17000,36,1.0,0,0.0,0,0,others,677
7431,Single,GRADUATE,22,M,13000,38,0.0,0,0.0,1,0,others,672
35554,Married,UNDER GRADUATE,45,M,28500,155,0.333,0,0.0,0,0,others,676
23127,Married,GRADUATE,24,F,15000,63,0.5,0,0.0,0,0,ConsumerLoan,690
43417,Married,12TH,40,M,16000,149,0.5,1,0.0,0,0,PL,720
25235,Married,SSC,52,M,20000,61,1.0,0,0.0,0,0,others,682
6913,Married,SSC,28,M,17500,67,0.667,1,0.647,0,0,ConsumerLoan,632
18890,Single,PROFESSIONAL,31,M,50000,63,1.0,1,0.0,0,0,CC,651
2487,Married,12TH,30,M,70000,247,0.5,1,0.667,0,0,others,665
33476,Married,GRADUATE,52,M,24000,186,0.125,0,0.0,1,0,PL,710
48832,Single,GRADUATE,23,M,25000,66,0.333,0,0.0,0,0,ConsumerLoan,674
18797,Married,SSC,49,F,18500,66,0.429,0,0.0,1,0,others,691
26165,Single,GRADUATE,28,M,25000,40,0.2,0,0.0,1,0,others,690
2434,Married,12TH,24,M,14000,107,0.0,0,0.0,0,0,others,677
29574,Married,SSC,50,M,28000,64,0.667,0,1.0,0,0,PL,709
47036,Married,GRADUATE,36,M,78000,146,0.455,0,0.0,1,1,others,671
39486,Married,SSC,28,M,16500,46,1.0,0,0.0,0,0,CC,688
27082,Married,12TH,31,M,25000,106,1.0,0,0.0,0,0,PL,710
6787,Married,GRADUATE,33,M,32500,69,0.0,0,0.0,1,0,others,684
34227,Single,GRADUATE,23,M,18000,35,0.0,0,1.0,1,0,ConsumerLoan,681
17515,Married,SSC,34,M,25000,128,0.0,0,0.0,0,0,others,672
11263,Married,12TH,45,F,13000,100,0.5,0,0.0,0,0,others,699
49860,Single,12TH,26,M,35000,131,0.5,0,0.0,0,0,AL,707
8420,Married,SSC,39,M,3000,80,0.444,0,0.667,1,0,PL,686
3003,Single,12TH,22,M,14000,15,1.0,0,0.0,0,0,others,687
35329,Married,GRADUATE,52,M,35000,184,1.0,0,0.0,0,1,HL,687
41674,Married,GRADUATE,37,M,20000,68,1.0,0,1.0,0,0,PL,674
31963,Married,SSC,41,M,20000,246,0.167,1,0.0,0,0,ConsumerLoan,686
29201,Married,SSC,45,M,20000,305,0.286,0,0.0,1,1,HL,712
41557,Married,GRADUATE,32,M,40000,102,0.0,0,1.0,1,0,PL,636
47020,Single,GRADUATE,28,M,15000,124,1.0,0,0.0,0,0,others,679
29039,Married,SSC,22,M,13000,66,1.0,0,0.0,0,0,ConsumerLoan,686
33401,Married,SSC,33,M,21000,98,0.5,0,0.0,0,0,others,671
7203,Married,GRADUATE,38,M,18000,29,0.286,0,0.0,1,0,others,708
32015,Single,SSC,32,M,28000,121,0.625,0,0.0,1,0,others,696
6943,Married,GRADUATE,35,M,21000,38,0.333,0,0.0,0,0,ConsumerLoan,684
9272,Married,12TH,39,F,20000,128,0.0,0,0.0,0,0,others,683
35772,Single,GRADUATE,25,M,18000,73,1.0,0,0.0,1,0,ConsumerLoan,680
24099,Married,GRADUATE,43,M,33000,125,0.5,0,0.0,0,0,others,708
21834,Married,12TH,26,M,78000,126,1.0,0,0.0,0,0,ConsumerLoan,674
50330,Single,12TH,21,M,20000,70,0.25,1,0.167,0,0,PL,673
23810,Single,GRADUATE,27,M,40000,203,1.0,0,0.0,0,0,others,660
50085,Single,GRADUATE,26,M,45000,126,1.0,0,1.0,0,0,PL,687
46415,Single,GRADUATE,23,M,25000,75,0.333,0,0.0,0,0,ConsumerLoan,689
13112,Married,12TH,45,F,15,190,0.231,1,0.25,1,0,ConsumerLoan,673
21438,Married,POST-GRADUATE,46,M,32000,117,0.0,0,0.0,0,0,ConsumerLoan,691
3165,Married,SSC,55,F,20000,311,0.667,0,0.0,0,1,others,694
45640,Married,GRADUATE,43,M,40000,188,1.0,0,0.0,0,0,others,670
35090,Married,SSC,52,F,13500,47,0.0,0,0.0,1,0,others,689
43772,Married,GRADUATE,23,M,30000,38,0.0,0,0.0,1,0,ConsumerLoan,662
19784,Single,12TH,24,M,15000,38,0.0,0,1.0,0,0,PL,665
9559,Single,GRADUATE,37,M,16000,99,0.25,0,0.0,1,0,others,706
33304,Single,GRADUATE,21,M,16000,29,1.0,0,0.6,0,0,ConsumerLoan,658
23565,Married,SSC,41,M,50000,310,0.134,0,0.0,1,0,others,757
11914,Single,GRADUATE,23,M,17000,54,0.5,0,0.0,1,0,others,691
3565,Single,GRADUATE,24,M,65000,51,0.0,0,0.0,0,0,ConsumerLoan,678
36629,Single,UNDER GRADUATE,25,M,33000,186,0.455,1,0.0,1,0,others,700
10034,Married,POST-GRADUATE,29,M,42500,126,0.353,1,0.0,1,0,ConsumerLoan,687
7808,Married,GRADUATE,40,M,25000,305,1.0,0,0.0,0,1,others,662
34781,Single,GRADUATE,24,M,13500,63,0.0,0,0.0,1,0,others,680
49765,Married,UNDER GRADUATE,24,M,12000,27,1.0,0,0.0,0,0,others,663
33963,Married,12TH,27,M,20000,69,1.0,0,1.0,0,0,others,640
680,Married,GRADUATE,27,M,15000,81,0.0,0,0.0,0,0,others,666
1724,Single,GRADUATE,24,M,21000,56,0.154,0,0.0,1,0,others,689
47737,Married,GRADUATE,32,M,78000,105,0.417,0,0.0,0,1,ConsumerLoan,669
8310,Married,12TH,47,M,35000,126,0.5,0,0.0,0,0,others,728
44970,Married,12TH,42,M,18125,105,0.5,0,0.0,0,0,others,689
49696,Married,UNDER GRADUATE,29,M,27000,121,1.0,0,1.0,0,0,PL,620
48179,Married,SSC,39,M,15000,202,0.522,0,0.0,1,0,others,737
43656,Single,12TH,32,M,20000,120,1.0,0,0.0,0,0,others,680
2075,Single,GRADUATE,26,M,24500,78,1.0,0,0.0,0,0,CC,692
48870,Single,GRADUATE,28,M,13800,70,1.0,0,1.0,0,0,PL,667
20278,Single,PROFESSIONAL,39,M,60000,147,0.462,1,0.32,1,0,ConsumerLoan,651
40142,Married,GRADUATE,33,M,62500,120,0.556,1,0.0,0,0,PL,726
13897,Single,GRADUATE,28,M,45000,126,0.556,1,0.0,0,0,others,679
8612,Married,12TH,26,M,13000,60,0.375,0,1.0,0,0,ConsumerLoan,668
35525,Single,12TH,21,M,20000,35,1.0,0,0.0,0,0,ConsumerLoan,676
16200,Single,GRADUATE,24,M,60000,60,0.857,0,0.0,0,0,others,672
22911,Married,OTHERS,25,M,25000,61,0.667,1,0.0,0,0,ConsumerLoan,693
19123,Single,12TH,31,M,18000,47,0.5,0,0.0,0,0,ConsumerLoan,683
44768,Married,SSC,28,M,24000,72,1.0,0,0.0,0,0,others,680
23216,Married,12TH,33,M,15000,63,1.0,0,0.75,0,0,CC,629
1378,Single,GRADUATE,31,M,12800,63,1.0,0,1.0,0,0,PL,660
28858,Married,SSC,43,M,20000,83,0.0,0,0.0,0,0,ConsumerLoan,681
32413,Single,12TH,22,M,22500,50,0.5,1,1.0,0,0,CC,649
14221,Married,GRADUATE,24,M,60000,120,0.667,0,0.0,1,0,others,688
25249,Married,SSC,47,F,15000,126,1.0,0,0.0,0,0,others,698
44696,Married,SSC,37,M,18000,100,0.0,0,0.0,1,0,others,691
5330,Married,OTHERS,29,M,13000,62,0.333,0,0.0,0,0,others,693
33527,Married,OTHERS,48,M,19000,29,0.75,0,0.5,0,0,PL,691
19699,Married,GRADUATE,54,M,40000,303,1.0,0,0.0,0,0,CC,692
25476,Married,UNDER GRADUATE,29,F,30000,62,1.0,0,1.0,0,0,PL,656
4191,Married,SSC,37,F,20000,121,1.0,0,0.0,0,0,others,686
34139,Married,UNDER GRADUATE,32,M,22000,100,1.0,0,0.0,0,0,others,685
42875,Married,GRADUATE,34,M,13000,27,1.0,0,0.0,0,0,others,686
33097,Married,GRADUATE,38,M,43000,78,1.0,0,0.0,0,1,ConsumerLoan,679
50356,Married,SSC,32,M,16500,114,0.167,1,0.0,1,0,others,649
6598,Married,UNDER GRADUATE,29,M,45000,60,1.0,0,0.0,0,0,ConsumerLoan,668
9815,Single,GRADUATE,25,M,15000,47,0.25,0,1.0,0,0,ConsumerLoan,634
18838,Married,GRADUATE,49,F,35000,187,1.0,0,0.0,0,0,ConsumerLoan,671
1028,Married,UNDER GRADUATE,31,M,18000,154,0.0,0,0.0,0,0,others,662
49519,Married,SSC,28,M,30000,148,0.5,0,0.0,0,0,CC,682
22115,Single,POST-GRADUATE,29,M,19500,56,0.545,0,0.0,1,0,others,739
23879,Married,OTHERS,55,M,31993,224,1.0,1,0.667,0,0,PL,649
24282,Married,SSC,43,M,38000,132,0.146,1,0.0,1,0,PL,718
37594,Married,SSC,53,M,20000,249,1.0,0,0.0,0,0,ConsumerLoan,649
49413,Married,12TH,28,F,25000,62,1.0,0,0.0,0,0,ConsumerLoan,666
34415,Single,GRADUATE,21,M,42000,56,0.667,0,0.0,0,0,ConsumerLoan,668
46123,Married,12TH,40,M,78000,78,0.75,1,0.0,0,0,ConsumerLoan,684
44260,Married,SSC,46,M,16000,183,1.0,0,1.0,0,0,PL,669
47214,Married,GRADUATE,28,M,12000,25,1.0,0,0.0,0,0,others,684
33684,Married,GRADUATE,54,F,25000,74,0.0,0,0.0,0,0,CC,711
36063,Married,UNDER GRADUATE,30,F,22000,359,1.0,0,0.0,0,0,others,676
6595,Married,SSC,28,M,20000,120,1.0,0,1.0,0,0,others,669
5713,Married,GRADUATE,40,M,15000,187,0.25,1,0.0,0,0,PL,695
31140,Married,12TH,34,M,16000,82,1.0,0,0.0,0,0,ConsumerLoan,682
43138,Married,12TH,46,M,30000,131,1.0,0,0.0,0,0,PL,669
26079,Single,POST-GRADUATE,29,M,20000,92,1.0,0,0.0,0,0,PL,679
9901,Married,PROFESSIONAL,44,M,37000,106,0.25,1,0.0,0,0,PL,727
16498,Married,12TH,31,M,20000,50,1.0,0,0.0,0,0,others,675
674,Married,GRADUATE,28,M,28000,13,0.6,1,0.778,0,0,ConsumerLoan,650
13681,Married,12TH,46,M,27000,242,0.5,1,0.0,0,0,others,666
3950,Married,12TH,34,M,31000,190,0.222,1,0.143,1,1,PL,678
5386,Married,GRADUATE,56,M,45000,136,0.462,0,0.0,0,0,ConsumerLoan,705
50368,Single,UNDER GRADUATE,23,M,18000,69,1.0,0,0.308,0,0,ConsumerLoan,651
11024,Married,GRADUATE,26,M,30000,34,1.0,0,0.0,0,0,ConsumerLoan,676
24335,Married,UNDER GRADUATE,54,M,25000,56,0.0,0,0.0,1,1,ConsumerLoan,712
23960,Single,GRADUATE,23,M,28000,78,0.0,0,1.0,1,0,CC,679
19871,Married,SSC,29,M,45000,125,0.0,0,1.0,0,0,ConsumerLoan,646
19113,Married,12TH,36,M,30000,186,1.0,0,0.0,0,0,others,618
11671,Single,OTHERS,25,M,17000,36,1.0,0,1.0,0,0,PL,684
26431,Married,GRADUATE,36,M,30000,104,1.0,0,0.0,1,0,others,702
1261,Single,GRADUATE,21,M,8500,12,1.0,0,0.0,0,0,others,695
9974,Married,GRADUATE,25,M,20000,146,0.667,0,0.0,0,0,ConsumerLoan,680
